user_id,signup_date,platform,acquisition_channel,is_internal
U001217,2026-02-24,ios,press,false
U001218,2025-09-12,ios,organic,false
U001219,2026-01-04,ios,referral,false
U001220,2025-12-14,ios,paid_social,false
U001221,2026-02-09,android,referral,false
U001222,2026-03-16,android,press,false
U001223,2025-11-21,android,organic,false
U001224,2026-03-01,ios,paid_social,false
U001225,2025-09-24,ios,organic,false
U001226,2026-04-03,ios,paid_social,false
U001227,2026-01-26,android,organic,false
U001228,2025-09-28,android,press,false
U001229,2026-01-07,android,organic,false
U001230,2026-05-20,ios,organic,false
U001231,2025-10-09,android,press,false
U001232,2025-10-19,android,organic,false
U001233,2025-10-19,ios,organic,false
U001234,2026-02-05,ios,organic,false
U001235,2026-02-03,ios,organic,false
U001236,2025-09-08,android,organic,false
U001237,2026-05-27,android,referral,false
U001238,2025-11-26,ios,organic,false
U001239,2025-10-08,ios,press,false
U001240,2025-11-25,ios,paid_social,false
U001241,2026-02-01,ios,press,false
U001242,2026-01-18,ios,organic,false
U001243,2025-10-31,android,paid_social,false
U001244,2026-05-22,ios,organic,false
U001245,2025-09-07,android,press,false
U001246,2025-11-26,ios,organic,false
U001247,2026-05-04,android,paid_social,false
U001248,2025-09-15,android,organic,false
U001249,2026-03-02,android,organic,false
U001250,2026-04-06,ios,referral,false
U001251,2026-03-22,ios,organic,false
U001252,2026-05-11,ios,referral,false
U001253,2026-04-16,android,organic,false
U001254,2025-11-24,android,organic,false
U001255,2026-02-17,ios,press,false
U001256,2025-12-23,ios,organic,false
U001257,2026-01-07,android,paid_social,false
U001258,2026-02-01,android,paid_social,false
U001259,2026-02-02,android,organic,false
U001260,2025-10-15,ios,organic,false
U001261,2025-11-09,ios,paid_social,false
U001262,2025-12-25,android,organic,false
U001263,2025-12-23,android,organic,false
U001264,2026-04-10,ios,paid_social,false
U001265,2025-09-03,android,referral,false
U001266,2026-03-01,ios,organic,false
U001267,2025-09-08,ios,referral,false
U001268,2025-11-03,android,press,false
U001269,2026-04-02,android,organic,false
U001270,2026-01-26,ios,organic,false
U001271,2025-09-23,android,paid_social,false
U001272,2025-10-12,android,referral,false
U001273,2026-05-09,android,referral,false
U001274,2025-11-26,ios,paid_social,false
U001275,2025-10-03,android,organic,false
U001276,2026-01-25,android,paid_social,false
U001277,2025-12-01,ios,organic,false
U001278,2026-03-19,android,organic,false
U001279,2026-04-30,android,organic,false
U001280,2026-02-09,ios,organic,false
U001281,2026-04-02,android,press,false
U001282,2025-10-05,ios,organic,false
U001283,2025-12-16,ios,organic,false
U001284,2025-09-25,android,organic,false
U001285,2025-09-12,ios,referral,false
U001286,2026-03-19,android,organic,false
U001287,2025-11-06,android,referral,false
U001288,2025-09-24,ios,paid_social,false
U001289,2026-03-06,ios,organic,false
U001290,2025-09-09,ios,referral,false
U001291,2026-05-16,android,paid_social,false
U001292,2025-09-17,android,organic,false
U001293,2025-11-25,ios,press,false
U001294,2025-11-15,ios,paid_social,false
U001295,2026-04-01,android,organic,false
U001296,2026-02-24,android,referral,false
U001297,2025-10-19,ios,organic,false
U001298,2025-10-13,ios,press,false
U001299,2025-11-28,android,organic,false
U001300,2025-12-03,android,organic,false
U001301,2026-02-15,ios,organic,false
U001302,2025-11-03,android,organic,false
U001303,2026-03-27,android,organic,false
U001304,2026-01-02,android,organic,false
U001305,2026-02-06,android,paid_social,false
U001306,2026-04-11,android,organic,false
U001307,2026-02-06,ios,organic,false
U001308,2025-09-05,android,referral,false
U001309,2026-03-04,android,organic,false
U001310,2026-05-25,android,organic,false
U001311,2026-03-17,android,referral,false
U001312,2025-11-18,ios,paid_social,false
U001313,2026-05-08,ios,organic,false
U001314,2026-01-22,android,paid_social,false
U001315,2026-05-01,ios,paid_social,false
U001316,2025-09-19,ios,paid_social,false
U001317,2026-02-08,android,organic,false
U001318,2025-11-24,android,organic,false
U001319,2025-12-07,android,organic,false
U001320,2026-02-19,android,referral,false
U001321,2026-03-14,android,paid_social,false
U001322,2026-02-25,ios,organic,false
U001323,2025-09-07,android,referral,false
U001324,2026-04-30,ios,paid_social,false
U001325,2025-10-27,ios,paid_social,false
U001326,2026-01-09,android,paid_social,false
U001327,2025-12-23,android,referral,false
U001328,2025-09-21,ios,organic,false
U001329,2026-03-22,android,organic,false
U001330,2026-05-15,ios,paid_social,false
U001331,2025-10-04,android,press,false
U001332,2026-02-28,android,organic,false
U001333,2026-05-19,ios,paid_social,false
U001334,2025-11-02,ios,organic,false
U001335,2026-03-26,android,organic,false
U001336,2025-09-02,android,organic,false
U001337,2025-09-28,ios,paid_social,false
U001338,2026-04-14,ios,paid_social,false
U001339,2026-05-02,ios,referral,false
U001340,2025-11-04,android,organic,false
U001341,2026-02-17,ios,organic,false
U001342,2026-05-24,android,organic,false
U001343,2026-05-02,android,organic,false
U001344,2025-09-25,android,referral,false
U001345,2026-01-25,android,organic,false
U001346,2025-11-21,ios,paid_social,false
U001347,2026-04-12,ios,organic,false
U001348,2026-02-14,ios,referral,false
U001349,2026-03-08,ios,paid_social,false
U001350,2026-04-08,ios,paid_social,false
U001351,2026-05-26,ios,organic,false
U001352,2026-03-27,ios,organic,false
U001353,2025-11-30,ios,paid_social,false
U001354,2025-10-31,android,paid_social,false
U001355,2026-04-13,android,organic,false
U001356,2025-11-25,ios,organic,false
U001357,2026-04-17,android,organic,false
U001358,2026-05-25,ios,press,false
U001359,2025-11-12,ios,organic,false
U001360,2025-10-17,android,paid_social,false
U001361,2026-05-21,ios,organic,false
U001362,2026-02-10,android,paid_social,false
U001363,2026-02-15,ios,referral,false
U001364,2025-11-15,android,referral,false
U001365,2026-04-16,android,paid_social,false
U001366,2026-05-26,ios,press,false
U001367,2026-01-11,ios,organic,false
U001368,2026-01-05,android,paid_social,false
U001369,2026-02-16,ios,organic,false
U001370,2025-09-14,ios,organic,false
U001371,2025-09-20,android,paid_social,false
U001372,2026-03-15,ios,press,false
U001373,2026-01-13,android,organic,false
U001374,2026-01-21,android,organic,false
U001375,2025-12-28,android,organic,false
U001376,2026-04-28,android,organic,false
U001377,2026-05-23,android,organic,false
U001378,2025-10-23,android,paid_social,false
U001379,2026-04-08,android,referral,false
U001380,2025-09-29,android,paid_social,false
U001381,2026-01-04,android,organic,false
U001382,2025-10-18,ios,paid_social,false
U001383,2025-11-04,android,organic,false
U001384,2026-02-09,ios,organic,false
U001385,2026-05-25,ios,paid_social,false
U001386,2026-03-15,android,paid_social,false
U001387,2025-09-25,android,paid_social,false
U001388,2026-03-19,android,organic,false
U001389,2026-04-20,android,organic,false
U001390,2025-10-31,android,referral,false
U001391,2025-09-26,android,referral,false
U001392,2026-04-01,ios,referral,false
U001393,2026-05-17,ios,referral,false
U001394,2025-10-17,android,organic,false
U001395,2025-12-13,ios,organic,false
U001396,2026-03-16,android,paid_social,false
U001397,2026-05-13,ios,organic,false
U001398,2025-10-30,ios,organic,false
U001399,2025-09-26,android,paid_social,false
U001400,2025-09-30,ios,organic,false
U001401,2025-12-28,android,paid_social,false
U001402,2026-01-14,android,organic,false
U001403,2026-04-11,ios,organic,false
U001404,2025-09-11,android,referral,false
U001405,2026-03-02,ios,organic,false
U001406,2026-02-16,android,organic,false
U001407,2025-12-05,ios,press,false
U001408,2026-05-27,ios,press,false
U001409,2026-05-07,ios,organic,false
U001410,2026-05-15,android,organic,false
U001411,2026-04-17,android,organic,false
U001412,2025-10-21,android,paid_social,false
U001413,2026-02-23,ios,paid_social,false
U001414,2026-05-09,ios,organic,false
U001415,2025-11-30,android,press,false
U001416,2026-03-04,android,organic,false
U001417,2026-03-03,android,press,false
U001418,2026-01-29,android,organic,false
U001419,2025-11-03,ios,organic,false
U001420,2025-09-27,android,paid_social,false
U001421,2026-04-07,ios,paid_social,false
U001422,2026-01-01,android,organic,false
U001423,2025-12-13,ios,paid_social,false
U001424,2025-12-26,ios,paid_social,false
U001425,2025-10-25,ios,organic,false
U001426,2025-11-01,android,referral,false
U001427,2026-03-23,ios,organic,false
U001428,2026-04-26,ios,organic,false
U001429,2025-10-25,android,paid_social,false
U001430,2025-12-28,ios,organic,false
U001431,2026-04-20,ios,paid_social,false
U001432,2025-09-13,ios,organic,false
U001433,2025-09-24,ios,organic,false
U001434,2026-03-05,android,referral,false
U001435,2026-02-12,android,organic,false
U001436,2026-03-09,ios,organic,false
U001437,2026-01-15,ios,organic,false
U001438,2026-05-25,android,press,false
U001439,2026-04-02,android,organic,false
U001440,2025-11-16,android,organic,false
U001441,2026-04-12,ios,press,false
U001442,2026-02-02,ios,press,false
U001443,2026-04-11,ios,organic,false
U001444,2025-11-28,ios,organic,false
U001445,2025-10-27,android,referral,false
U001446,2026-05-02,android,paid_social,false
U001447,2026-02-22,android,organic,false
U001448,2026-03-30,ios,organic,false
U001449,2025-10-18,android,organic,false
U001450,2026-01-21,ios,paid_social,false
U001451,2026-03-21,ios,press,false
U001452,2025-10-18,ios,paid_social,false
U001453,2026-02-06,ios,organic,false
U001454,2026-05-24,android,paid_social,false
U001455,2026-02-24,android,paid_social,false
U001456,2026-03-26,ios,organic,false
U001457,2026-02-28,android,referral,false
U001458,2026-02-15,android,organic,false
U001459,2025-10-27,ios,referral,false
U001460,2026-04-26,ios,paid_social,false
U001461,2026-01-10,android,paid_social,false
U001462,2026-04-08,android,organic,false
U001463,2025-12-17,android,press,false
U001464,2025-11-04,android,organic,false
U001465,2025-09-27,android,paid_social,false
U001466,2025-10-22,android,paid_social,false
U001467,2025-10-16,ios,organic,false
U001468,2025-10-24,ios,organic,false
U001469,2025-12-08,ios,press,false
U001470,2025-09-25,ios,paid_social,false
U001471,2026-02-22,android,organic,false
U001472,2025-10-09,android,organic,false
U001473,2026-01-08,android,organic,false
U001474,2026-01-01,android,referral,false
U001475,2025-09-20,ios,organic,false
U001476,2026-01-18,android,paid_social,false
U001477,2025-11-29,android,organic,false
U001478,2025-09-23,android,paid_social,false
U001479,2025-10-08,ios,organic,false
U001480,2026-03-08,android,organic,false
U001481,2025-11-11,android,press,false
U001482,2026-01-19,android,paid_social,false
U001483,2026-01-20,ios,organic,false
U001484,2025-12-26,ios,paid_social,false
U001485,2025-11-03,ios,paid_social,false
U001486,2026-05-25,ios,organic,false
U001487,2025-12-16,ios,organic,false
U001488,2025-11-16,ios,organic,false
U001489,2025-09-04,ios,organic,false
U001490,2026-04-02,ios,paid_social,false
U001491,2026-03-29,ios,organic,false
U001492,2026-05-07,android,organic,false
U001493,2026-05-10,ios,organic,false
U001494,2025-11-23,ios,organic,false
U001495,2026-02-17,android,organic,false
U001496,2025-11-04,ios,referral,false
U001497,2026-05-11,ios,paid_social,false
U001498,2026-04-17,ios,organic,false
U001499,2026-04-16,ios,organic,false
U001500,2025-12-11,ios,paid_social,false
U001501,2026-02-06,ios,organic,false
U001502,2026-05-10,ios,organic,false
U001503,2025-09-20,android,organic,false
U001504,2025-09-24,ios,organic,false
U001505,2025-09-30,android,organic,false
U001506,2026-01-30,android,paid_social,false
U001507,2026-05-05,ios,organic,false
U001508,2026-03-28,android,press,false
U001509,2025-11-03,android,organic,false
U001510,2025-11-22,ios,press,false
U001511,2026-02-22,android,organic,false
U001512,2025-12-16,android,organic,false
U001513,2025-11-06,android,organic,false
U001514,2026-04-15,android,press,false
U001515,2026-03-29,android,organic,false
U001516,2026-03-19,android,press,false
U001517,2025-11-04,ios,organic,false
U001518,2025-12-26,ios,organic,false
U001519,2026-04-08,android,organic,false
U001520,2025-09-13,ios,referral,false
U001521,2025-09-11,android,organic,false
U001522,2025-11-28,android,organic,false
U001523,2026-01-26,android,organic,false
U001524,2026-03-08,ios,press,false
U001525,2025-12-03,android,organic,false
U001526,2026-02-22,ios,referral,false
U001527,2025-09-19,android,referral,false
U001528,2025-11-03,android,organic,false
U001529,2026-02-11,android,organic,false
U001530,2026-01-03,android,organic,false
U001531,2026-03-16,android,organic,false
U001532,2025-09-29,android,paid_social,false
U001533,2026-01-16,android,organic,false
U001534,2026-01-26,ios,referral,false
U001535,2025-11-26,ios,press,false
U001536,2026-02-28,android,organic,false
U001537,2025-11-18,android,organic,false
U001538,2025-09-11,android,referral,false
U001539,2026-04-07,android,organic,false
U001540,2025-09-17,ios,press,false
U001541,2025-09-03,android,organic,false
U001542,2025-10-09,android,referral,false
U001543,2026-04-23,ios,organic,false
U001544,2025-12-13,android,organic,false
U001545,2025-10-09,ios,organic,false
U001546,2026-03-21,ios,press,false
U001547,2025-09-16,android,referral,false
U001548,2025-11-20,android,organic,false
U001549,2026-05-10,ios,organic,false
U001550,2026-03-22,ios,referral,false
U001551,2025-10-18,ios,referral,false
U001552,2025-12-08,android,referral,false
U001553,2025-09-08,ios,press,false
U001554,2025-10-22,android,organic,false
U001555,2026-02-04,android,press,false
U001556,2026-02-06,android,press,false
U001557,2025-09-02,android,organic,false
U001558,2025-09-22,android,referral,false
U001559,2026-02-05,android,organic,false
U001560,2025-12-31,android,paid_social,false
U001561,2025-10-07,ios,paid_social,false
U001562,2025-10-06,android,paid_social,false
U001563,2026-02-21,android,paid_social,false
U001564,2025-10-28,ios,organic,false
U001565,2026-02-08,android,organic,false
U001566,2026-01-29,ios,organic,false
U001567,2025-11-14,ios,press,false
U001568,2025-09-13,android,paid_social,false
U001569,2026-05-26,android,paid_social,false
U001570,2025-12-03,android,press,false
U001571,2025-11-15,ios,referral,false
U001572,2026-01-20,android,organic,false
U001573,2025-10-12,android,paid_social,false
U001574,2025-09-28,ios,paid_social,false
U001575,2026-05-08,android,paid_social,false
U001576,2025-11-15,android,organic,false
U001577,2026-05-26,android,referral,false
U001578,2026-03-13,ios,referral,false
U001579,2026-05-17,android,organic,false
U001580,2025-09-09,android,organic,false
U001581,2025-10-30,android,paid_social,false
U001582,2026-01-28,ios,organic,false
U001583,2025-12-07,android,paid_social,false
U001584,2026-05-10,android,press,false
U001585,2026-03-25,ios,organic,false
U001586,2025-12-02,android,organic,false
U001587,2025-09-04,android,organic,false
U001588,2026-05-21,android,press,false
U001589,2025-11-21,ios,organic,false
U001590,2025-12-29,android,organic,false
U001591,2026-03-13,android,paid_social,false
U001592,2026-04-20,ios,press,false
U001593,2025-09-28,android,organic,false
U001594,2026-04-20,android,paid_social,false
U001595,2026-04-15,android,organic,false
U001596,2026-01-13,ios,organic,false
U001597,2025-10-16,android,organic,false
U001598,2026-03-21,android,paid_social,false
U001599,2025-10-17,android,referral,false
U001600,2025-09-12,android,press,false
U001601,2026-02-23,ios,organic,false
U001602,2026-01-05,ios,organic,false
U001603,2025-09-29,android,referral,false
U001604,2026-03-06,ios,paid_social,false
U001605,2026-03-03,android,paid_social,false
U001606,2026-02-16,ios,paid_social,false
U001607,2025-12-17,android,paid_social,false
U001608,2025-11-28,android,press,false
U001609,2025-11-10,ios,paid_social,false
U001610,2025-09-25,ios,press,false
U001611,2026-02-27,android,organic,false
U001612,2025-09-30,ios,organic,false
U001613,2026-04-13,android,paid_social,false
U001614,2026-04-05,ios,referral,false
U001615,2026-04-02,android,paid_social,false
U001616,2025-11-04,android,press,false
U001617,2026-03-16,android,organic,false
U001618,2026-03-28,android,organic,false
U001619,2026-03-09,android,organic,false
U001620,2025-10-20,android,paid_social,false
U001621,2026-04-23,ios,organic,false
U001622,2026-02-13,ios,paid_social,false
U001623,2025-12-02,ios,referral,false
U001624,2026-03-03,ios,organic,false
U001625,2025-10-17,ios,paid_social,false
U001626,2025-11-15,ios,organic,false
U001627,2025-09-02,ios,press,false
U001628,2026-02-12,android,paid_social,false
U001629,2025-11-18,ios,paid_social,false
U001630,2026-04-13,ios,organic,false
U001631,2026-05-17,android,organic,false
U001632,2025-12-11,ios,organic,false
U001633,2026-03-13,ios,paid_social,false
U001634,2025-11-19,android,organic,false
U001635,2025-12-08,android,organic,false
U001636,2025-10-11,android,organic,false
U001637,2026-05-07,ios,organic,false
U001638,2025-09-24,android,organic,false
U001639,2025-11-15,android,referral,false
U001640,2026-04-15,android,referral,false
U001641,2025-10-13,ios,organic,false
U001642,2026-04-12,ios,organic,false
U001643,2026-04-10,android,paid_social,false
U001644,2025-09-23,ios,paid_social,false
U001645,2025-09-30,ios,organic,false
U001646,2025-09-13,android,organic,false
U001647,2025-10-20,android,organic,false
U001648,2025-11-13,ios,organic,false
U001649,2026-01-05,ios,organic,false
U001650,2026-05-19,ios,organic,false
U001651,2026-05-24,ios,organic,false
U001652,2025-12-08,ios,paid_social,false
U001653,2026-01-07,ios,organic,false
U001654,2026-03-17,ios,referral,false
U001655,2025-11-14,android,referral,false
U001656,2025-10-11,ios,organic,false
U001657,2026-01-26,ios,paid_social,false
U001658,2025-10-25,android,referral,false
U001659,2026-02-17,ios,organic,false
U001660,2026-03-31,android,paid_social,false
U001661,2026-02-01,ios,press,false
U001662,2026-01-25,ios,organic,false
U001663,2026-05-27,android,organic,false
U001664,2026-01-20,ios,organic,false
U001665,2025-09-25,android,referral,false
U001666,2026-03-11,ios,referral,false
U001667,2025-11-16,android,organic,false
U001668,2025-11-12,ios,organic,false
U001669,2025-11-17,android,organic,false
U001670,2026-02-04,ios,organic,false
U001671,2026-01-07,android,organic,false
U001672,2026-05-08,android,organic,false
U001673,2026-02-21,android,press,false
U001674,2026-03-26,ios,paid_social,false
U001675,2026-03-01,android,organic,false
U001676,2026-02-20,ios,press,false
U001677,2026-01-23,ios,organic,false
U001678,2026-04-09,android,organic,false
U001679,2025-12-11,ios,referral,false
U001680,2025-10-15,android,referral,false
U001681,2025-11-20,android,paid_social,false
U001682,2026-03-19,ios,paid_social,false
U001683,2025-11-23,ios,referral,false
U001684,2026-02-02,ios,organic,false
U001685,2026-05-05,ios,paid_social,false
U001686,2026-04-04,ios,organic,false
U001687,2025-12-02,ios,organic,false
U001688,2025-10-09,ios,organic,false
U001689,2026-04-02,ios,referral,false
U001690,2026-02-28,android,organic,false
U001691,2026-01-19,android,organic,false
U001692,2025-12-24,android,organic,false
U001693,2026-04-17,android,organic,false
U001694,2026-04-16,android,organic,false
U001695,2025-12-02,android,organic,false
U001696,2026-05-03,ios,referral,false
U001697,2026-04-22,ios,press,false
U001698,2026-02-02,android,organic,false
U001699,2025-12-13,android,organic,false
U001700,2026-04-19,android,organic,false
U001701,2025-09-12,ios,organic,false
U001702,2026-01-26,android,organic,false
U001703,2026-01-16,android,referral,false
U001704,2025-09-20,ios,paid_social,false
U001705,2025-11-24,ios,organic,false
U001706,2025-12-20,ios,press,false
U001707,2025-12-26,ios,paid_social,false
U001708,2026-01-27,ios,organic,false
U001709,2025-10-16,ios,paid_social,false
U001710,2025-09-07,ios,press,false
U001711,2026-03-01,ios,organic,false
U001712,2026-01-30,android,referral,false
U001713,2026-04-02,ios,paid_social,false
U001714,2025-12-09,ios,organic,false
U001715,2025-11-06,ios,referral,false
U001716,2026-01-13,android,paid_social,false
U001717,2026-01-24,android,press,false
U001718,2026-02-27,ios,press,false
U001719,2025-12-12,ios,organic,false
U001720,2025-11-13,ios,organic,false
U001721,2025-12-05,ios,paid_social,false
U001722,2025-09-20,ios,paid_social,false
U001723,2026-05-03,android,paid_social,false
U001724,2025-10-14,android,referral,false
U001725,2026-05-27,android,paid_social,false
U001726,2026-02-01,ios,organic,false
U001727,2025-09-24,ios,organic,false
U001728,2026-05-07,android,organic,false
U001729,2025-12-04,ios,organic,false
U001730,2026-05-24,ios,organic,false
U001731,2025-09-10,android,press,false
U001732,2026-05-22,ios,organic,false
U001733,2025-09-26,android,referral,false
U001734,2025-10-21,android,paid_social,false
U001735,2026-04-18,android,organic,false
U001736,2025-10-11,android,referral,false
U001737,2025-12-25,android,paid_social,false
U001738,2025-11-13,android,referral,false
U001739,2026-02-12,android,organic,false
U001740,2025-10-25,android,organic,false
U001741,2026-04-05,android,paid_social,false
U001742,2026-04-07,android,referral,false
U001743,2026-04-23,android,organic,false
U001744,2025-11-03,ios,organic,false
U001745,2025-11-14,android,press,false
U001746,2026-02-07,android,organic,false
U001747,2025-12-15,ios,organic,false
U001748,2025-12-13,ios,organic,false
U001749,2026-05-26,android,organic,false
U001750,2025-09-15,ios,organic,false
U001751,2026-05-05,ios,organic,false
U001752,2025-12-10,ios,organic,false
U001753,2026-02-21,ios,organic,false
U001754,2026-03-08,android,organic,false
U001755,2025-12-22,android,paid_social,false
U001756,2025-09-05,android,organic,false
U001757,2026-04-07,android,organic,false
U001758,2025-10-05,android,organic,false
U001759,2025-09-22,ios,referral,false
U001760,2026-04-06,ios,referral,false
U001761,2025-11-06,android,paid_social,false
U001762,2025-12-20,ios,press,false
U001763,2025-12-23,ios,organic,false
U001764,2026-05-20,android,organic,false
U001765,2025-12-15,ios,organic,false
U001766,2025-09-27,android,organic,false
U001767,2026-05-15,android,press,false
U001768,2025-11-22,android,referral,false
U001769,2025-12-25,ios,paid_social,false
U001770,2025-10-20,ios,paid_social,false
U001771,2025-10-11,ios,paid_social,false
U001772,2025-10-13,ios,referral,false
U001773,2025-09-02,android,referral,false
U001774,2025-12-26,android,organic,false
U001775,2026-05-27,android,organic,false
U001776,2025-09-30,android,organic,false
U001777,2025-12-23,android,paid_social,false
U001778,2025-11-28,ios,referral,false
U001779,2026-04-26,ios,organic,false
U001780,2026-05-19,ios,organic,false
U001781,2026-01-19,android,organic,false
U001782,2026-03-21,android,organic,false
U001783,2026-05-10,android,referral,false
U001784,2025-10-18,ios,paid_social,false
U001785,2026-04-28,ios,organic,false
U001786,2026-01-05,android,paid_social,false
U001787,2026-01-26,android,paid_social,false
U001788,2025-12-02,android,organic,false
U001789,2025-10-01,ios,paid_social,false
U001790,2025-12-15,android,organic,false
U001791,2026-02-01,android,referral,false
U001792,2025-11-09,ios,organic,false
U001793,2026-03-29,ios,organic,false
U001794,2026-01-31,android,organic,false
U001795,2026-04-15,ios,paid_social,false
U001796,2026-04-28,android,organic,false
U001797,2026-04-14,ios,referral,false
U001798,2026-05-22,ios,organic,false
U001799,2025-10-08,ios,press,false
U001800,2026-02-04,ios,organic,false
U001801,2025-09-08,ios,paid_social,false
U001802,2026-01-23,ios,paid_social,false
U001803,2026-03-24,ios,press,false
U001804,2025-11-28,ios,paid_social,false
U001805,2026-05-10,android,paid_social,false
U001806,2025-12-27,ios,paid_social,false
U001807,2025-11-25,ios,paid_social,false
U001808,2025-12-01,ios,organic,false
U001809,2026-04-01,android,organic,false
U001810,2025-11-14,android,paid_social,false
U001811,2025-12-25,android,organic,false
U001812,2025-10-26,ios,organic,false
U001813,2025-11-08,android,paid_social,false
U001814,2026-03-14,android,organic,false
U001815,2026-03-04,android,press,false
U001816,2026-03-30,ios,organic,false
U001817,2025-12-17,ios,organic,false
U001818,2025-09-08,ios,organic,false
U001819,2026-04-17,android,organic,false
U001820,2026-03-03,android,press,false
U001821,2026-05-18,android,referral,false
U001822,2026-02-19,ios,organic,false
U001823,2025-12-28,android,organic,false
U001824,2025-11-12,ios,organic,false
U001825,2025-12-06,android,referral,false
U001826,2026-01-01,android,organic,false
U001827,2025-11-15,android,press,false
U001828,2025-11-09,ios,referral,false
U001829,2025-11-08,android,referral,false
U001830,2026-03-13,ios,organic,false
U001831,2026-02-14,android,organic,false
U001832,2025-11-04,android,referral,false
U001833,2025-10-27,android,organic,false
U001834,2026-05-05,ios,organic,false
U001835,2026-01-21,android,organic,false
U001836,2025-12-09,android,organic,false
U001837,2025-11-04,android,paid_social,false
U001838,2026-04-28,android,organic,false
U001839,2025-10-01,ios,referral,false
U001840,2025-10-27,ios,organic,false
U001841,2026-02-06,ios,organic,false
U001842,2026-01-27,ios,referral,false
U001843,2025-10-02,android,paid_social,false
U001844,2026-02-27,ios,referral,false
U001845,2025-10-26,android,paid_social,false
U001846,2026-02-22,ios,paid_social,false
U001847,2025-11-12,ios,referral,false
U001848,2026-02-23,android,referral,false
U001849,2026-03-12,ios,referral,false
U001850,2026-02-25,ios,organic,false
U001851,2026-05-09,android,referral,false
U001852,2026-02-22,android,paid_social,false
U001853,2026-03-25,ios,organic,false
U001854,2026-01-22,ios,organic,false
U001855,2026-03-14,ios,paid_social,false
U001856,2026-05-05,android,referral,false
U001857,2026-02-21,android,paid_social,false
U001858,2026-05-18,ios,referral,false
U001859,2025-10-12,android,referral,false
U001860,2026-01-16,android,organic,false
U001861,2026-01-30,android,organic,false
U001862,2025-10-09,android,organic,false
U001863,2025-09-14,android,paid_social,false
U001864,2026-03-11,android,organic,false
U001865,2026-01-11,ios,organic,false
U001866,2025-09-08,android,referral,false
U001867,2026-02-12,android,organic,false
U001868,2026-02-25,android,paid_social,false
U001869,2025-10-16,ios,organic,false
U001870,2025-12-14,ios,press,false
U001871,2025-11-14,android,organic,false
U001872,2026-05-17,ios,organic,false
U001873,2026-02-01,android,press,false
U001874,2026-03-30,ios,paid_social,false
U001875,2026-01-08,android,paid_social,false
U001876,2026-05-21,android,referral,false
U001877,2025-10-22,ios,press,false
U001878,2025-11-08,android,press,false
U001879,2025-12-28,android,press,false
U001880,2025-11-08,ios,organic,false
U001881,2026-01-22,ios,paid_social,false
U001882,2026-05-06,android,organic,false
U001883,2025-11-02,android,organic,false
U001884,2026-04-02,ios,organic,false
U001885,2025-12-06,android,press,false
U001886,2026-05-21,ios,organic,false
U001887,2026-05-19,android,press,false
U001888,2026-03-20,ios,organic,false
U001889,2026-01-07,ios,paid_social,false
U001890,2026-05-12,ios,organic,false
U001891,2025-10-01,ios,organic,false
U001892,2026-04-30,android,paid_social,false
U001893,2026-01-24,android,organic,false
U001894,2025-11-03,android,referral,false
U001895,2026-03-05,ios,paid_social,false
U001896,2025-10-25,ios,paid_social,false
U001897,2026-04-18,ios,referral,false
U001898,2025-12-26,ios,press,false
U001899,2026-02-08,android,organic,false
U001900,2025-10-10,ios,paid_social,false
U001901,2025-10-09,android,organic,false
U001902,2025-12-27,ios,organic,false
U001903,2026-02-09,ios,paid_social,false
U001904,2025-10-01,android,paid_social,false
U001905,2025-12-10,android,referral,false
U001906,2025-10-03,ios,organic,false
U001907,2025-12-31,android,organic,false
U001908,2026-03-25,android,organic,false
U001909,2025-09-16,ios,organic,false
U001910,2025-11-10,ios,referral,false
U001911,2026-04-09,android,paid_social,false
U001912,2026-02-20,ios,press,false
U001913,2025-10-30,ios,organic,false
U001914,2025-11-13,android,paid_social,false
U001915,2026-03-30,ios,organic,false
U001916,2025-12-08,android,paid_social,false
U001917,2025-11-21,android,press,false
U001918,2026-05-04,ios,organic,false
U001919,2026-04-10,android,organic,false
U001920,2026-04-22,android,referral,false
U001921,2026-02-09,android,paid_social,false
U001922,2025-09-22,ios,organic,false
U001923,2026-04-27,ios,paid_social,false
U001924,2025-12-05,android,organic,false
U001925,2026-01-17,android,organic,false
U001926,2026-01-15,android,organic,false
U001927,2025-09-12,android,referral,false
U001928,2026-03-31,ios,paid_social,false
U001929,2026-04-21,android,organic,false
U001930,2025-11-29,android,referral,false
U001931,2025-12-14,android,organic,false
U001932,2025-09-04,ios,press,false
U001933,2025-12-14,android,paid_social,false
U001934,2026-01-25,ios,paid_social,false
U001935,2026-01-03,ios,organic,false
U001936,2026-02-08,android,organic,false
U001937,2025-09-27,android,paid_social,false
U001938,2025-11-13,android,paid_social,false
U001939,2026-05-13,android,organic,false
U001940,2025-12-23,ios,press,false
U001941,2026-05-02,android,organic,false
U001942,2025-09-07,ios,press,false
U001943,2026-04-27,android,referral,false
U001944,2026-05-17,ios,organic,false
U001945,2026-01-19,android,referral,false
U001946,2025-09-18,android,organic,false
U001947,2026-02-21,android,referral,false
U001948,2025-11-26,ios,referral,false
U001949,2025-12-31,android,organic,false
U001950,2025-11-04,ios,press,false
U001951,2026-02-20,android,paid_social,false
U001952,2026-05-03,android,organic,false
U001953,2025-11-04,android,paid_social,false
U001954,2026-04-16,android,organic,false
U001955,2026-01-21,ios,paid_social,false
U001956,2026-02-21,android,organic,false
U001957,2025-09-06,ios,organic,false
U001958,2026-02-17,ios,press,false
